Liters per Hour,Strainer Height,Day,Hour,Minutes,Seconds,Label
80,7,29/09/2016,16,57,2,0
80,8,29/09/2016,16,57,3,0
72,6,29/09/2016,16,57,4,0
72,7,29/09/2016,16,57,5,0
80,7,29/09/2016,16,57,6,0
72,7,29/09/2016,16,57,7,0
72,7,29/09/2016,16,57,8,0
72,7,29/09/2016,16,57,9,0
72,7,29/09/2016,16,57,10,0
72,7,29/09/2016,16,57,11,0
72,7,29/09/2016,16,57,12,0
88,5,29/09/2016,16,57,13,0
96,6,29/09/2016,16,57,14,0
112,6,29/09/2016,16,57,15,0
96,7,29/09/2016,16,57,16,0
88,7,29/09/2016,16,57,17,0
72,7,29/09/2016,16,57,18,0
80,7,29/09/2016,16,57,19,0
72,7,29/09/2016,16,57,20,0
80,8,29/09/2016,16,57,21,0
64,8,29/09/2016,16,57,22,0
56,8,29/09/2016,16,57,23,0
40,9,29/09/2016,16,57,24,0
40,8,29/09/2016,16,57,25,0
40,9,29/09/2016,16,57,26,0
56,8,29/09/2016,16,57,27,0
48,9,29/09/2016,16,57,28,0
40,9,29/09/2016,16,57,29,0
24,10,29/09/2016,16,57,30,0
